Course	Room	Teacher	Time	Students
002878	TH3F	0004955	4	0973811 
004009	PK338	0030564	4	0973811 0988263 0992801 1005149 1064045 1088214 1094134 1094929 1137955 1163664 3069337 3070017 3073702 3074314 3076211 3077762 3079369 3087347 3087394 3087696 3089892 3092236 3092580 3092599 3094695 3094809 3095719 3099911 3103807 3103933 3105511 3106561 3106769 3107774 
005123	PK236	0031560	4	0976318 
006519	EHI	0031478	4	0985094 0992801 1004206 1004968 1018174 1021017 1058421 1063875 1064270 1067297 1077065 1080398 1084462 1169369 
003029	PEMSTD	0492580	4	0986262 1064780 
003034	PK273	0222805	4	0986262 1000895 
007377	GIL210	0031522	3	0986367 0989395 1002047 1015275 1064790 1079085 1079363 1080792 1083080 1084363 1149344 1169402 3070438 3097903 3105802 
005727	EHSEM	0031543	4	0987276 0988657 1003644 1028249 1056203 1064385 1064605 1076854 1170303 3088978 
002569	PK328	1167856	3	0987613 1017339 1171297 3077471 
002571	CAN311	0564741	4	0987613 1017339 1068526 3077336 
011044	PK336	3213249	3	0987937 0991120 0993818 1005199 1084017 3088988 3097953 
007381	TH224	3208609	4	0988100 1002606 1021867 1055290 1056600 1077003 1086447 1088180 1095814 1143265 1143723 1146782 3076930 3079272 
001864	PK349	0031557	4	0988271 0999715 1002248 1017832 1035148 1067460 
005141	TAYF	0493856	4	0988826 1005720 1057592 1076274 1080808 1141167 1163860 3070017 3073146 3076618 3079675 3089009 3091653 3092880 3095588 3096150 3107323 
004013	GIL210	0163316	4	0989401 1030693 1066431 1067748 1068549 1076783 1077294 1093549 1096822 1098210 1103391 1129814 1131189 1136830 1149616 1159063 3072910 3078465 3079675 3082830 3089276 3090362 3091573 3091695 3092880 3098354 3099359 3099729 3102316 3102868 
003275	TH111	0695890	4	0991120 1001196 1066007 1066308 1095717 1116377 1149565 1170848 3069264 3076576 
001752	EHIII	0416447	4	0991668 1076234 1078413 3078500 3097903 3100110 3107774 
003422	CARP25	0024092	4	0991756 1018183 1019212 1030693 1057592 1059654 1060299 1066924 1078648 1096113 1101350 3089892 3091653 
010935	RCCON	3094084	4	0992577 0992796 1002706 1036442 1053370 1059469 1076234 1084462 1087782 
005190	TAYC	3197633	3	0992801 0999833 1141220 
002424	null	0031353	0	
002453	PK128	0031373	4	0993169 
009262	DAL100A	3196642	4	0993517 1017412 1056096 1066683 1163855 3070476 3076456 3099957 
009225	PK278	1165592	4	0998784 1018174 1080653 1080654 1100338 3086015 3089298 3092985 3094033 3097636 
009296	TAYSEM	1084371	4	0998799 1004968 1056270 3089298 
011035	PK243	3213250	4	0998815 0998972 1006444 1026650 1037745 1065238 1076854 1076989 1085324 1100899 1128560 1143265 1158362 3078073 3080937 3104653 
011031	PK300	3194524	4	0998972 
010851	PK336	0619470	4	0999715 1005082 1006438 1006444 1018936 1025629 1036027 1049929 1055348 1058223 1076989 1077482 1088384 3072208 3073666 
002637	CARP17	0827051	4	0999733 1006444 1007394 1062675 1066679 1067502 1143228 1145146 
008495	GOCOM	0316015	4	1000750 1050781 1073544 
004868	TH102	0031373	3	1001351 1001887 1018271 1029210 
002420	DAL318	0695890	3	1001806 1097648 
007905	RCCON	0367446	3	1001905 1076085 
